,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,age_group_10-20,age_group_20-30,age_group_30-40,age_group_40-50,age_group_50-60,age_group_60-70,age_group_70+,"FareBin_(7.854, 10.5]","FareBin_(10.5, 21.679]","FareBin_(21.679, 39.688]","FareBin_(39.688, 512.329]"
818,0,3,0,0,0,6.45,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
819,0,3,0,3,2,27.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
820,1,1,1,1,1,93.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
821,1,3,0,0,0,8.6625,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
822,0,1,0,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
823,1,3,1,0,1,12.475,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
824,0,3,0,4,1,39.6875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
825,0,3,0,0,0,6.95,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
826,0,3,0,0,0,56.4958,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
827,1,2,0,0,2,37.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
828,1,3,0,0,0,7.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
829,1,1,1,0,0,80.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
830,1,3,1,1,0,14.4542,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
831,1,2,0,1,1,18.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
832,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
833,0,3,0,0,0,7.8542,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
834,0,3,0,0,0,8.3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
835,1,1,1,1,1,83.1583,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
836,0,3,0,0,0,8.6625,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
837,0,3,0,0,0,8.05,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
838,1,3,0,0,0,56.4958,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
839,1,1,0,0,0,29.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
840,0,3,0,0,0,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
841,0,2,0,0,0,10.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
842,1,1,1,0,0,31.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
843,0,3,0,0,0,6.4375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
844,0,3,0,0,0,8.6625,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
845,0,3,0,0,0,7.55,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
846,0,3,0,8,2,69.55,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
847,0,3,0,0,0,7.8958,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
848,0,2,0,0,1,33.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
849,1,1,1,1,0,89.1042,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
850,0,3,0,4,2,31.275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
851,0,3,0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
852,0,3,1,1,1,15.2458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
853,1,1,1,0,1,39.4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
854,0,2,1,1,0,26.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
855,1,3,1,0,1,9.35,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
856,1,1,1,1,1,164.8667,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
857,1,1,0,0,0,26.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
858,1,3,1,0,3,19.2583,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
859,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
860,0,3,0,2,0,14.1083,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
861,0,2,0,1,0,11.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
862,1,1,1,0,0,25.9292,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
863,0,3,1,8,2,69.55,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
864,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
865,1,2,1,0,0,13.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
866,1,2,1,1,0,13.8583,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
867,0,1,0,0,0,50.4958,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
868,0,3,0,0,0,9.5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
869,1,3,0,1,1,11.1333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
870,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
871,1,1,1,1,1,52.5542,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
872,0,1,0,0,0,5.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
873,0,3,0,0,0,9.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
874,1,2,1,1,0,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
875,1,3,1,0,0,7.225,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
876,0,3,0,0,0,9.8458,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
877,0,3,0,0,0,7.8958,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
878,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
879,1,1,1,0,1,83.1583,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
880,1,2,1,0,1,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
881,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
882,0,3,1,0,0,10.5167,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
883,0,2,0,0,0,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
884,0,3,0,0,0,7.05,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
885,0,3,1,0,5,29.125,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
886,0,2,0,0,0,13.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
887,1,1,1,0,0,30.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
888,0,3,1,1,2,23.45,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
889,1,1,0,0,0,30.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
890,0,3,0,0,0,7.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
